id,slug,recipe,topic,viewer,support,property
8,0008-rights,Rights statement,property,Clover,Yes,t
8,0008-rights,Rights statement,property,UV,Yes,e
8,0008-rights,Rights statement,property,Mirador,Yes,e
8,0008-rights,Rights statement,property,Annona,Yes,e
8,0008-rights,Rights statement,property,Clover,Yes,e
8,0008-rights,Rights statement,property,UV,Yes,m
8,0008-rights,Rights statement,property,Mirador,Yes,m
8,0008-rights,Rights statement,property,Annona,Yes,m
8,0008-rights,Rights statement,property,Clover,Yes,m
8,0008-rights,Rights statement,property,UV,Yes,e
8,0008-rights,Rights statement,property,Mirador,Yes,e
8,0008-rights,Rights statement,property,Annona,Yes,e
8,0008-rights,Rights statement,property,Clover,Yes,e
8,0008-rights,Rights statement,property,UV,Yes,n
8,0008-rights,Rights statement,property,Mirador,Yes,n
8,0008-rights,Rights statement,property,Annona,Yes,n
8,0008-rights,Rights statement,property,Clover,Yes,n
8,0008-rights,Rights statement,property,UV,Yes,t
8,0008-rights,Rights statement,property,Mirador,Yes,t
8,0008-rights,Rights statement,property,Annona,Yes,t
8,0008-rights,Rights statement,property,Clover,Yes,t
9,0009-book-1,Simple Manifest - Book,"['image', 'basic']",UV,Yes,
9,0009-book-1,Simple Manifest - Book,"['image', 'basic']",Mirador,Yes,
9,0009-book-1,Simple Manifest - Book,"['image', 'basic']",Annona,Yes,
9,0009-book-1,Simple Manifest - Book,"['image', 'basic']",Clover,Yes,
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",UV,Yes,v
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",Mirador,Yes,v
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",Annona,Yes,v
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",UV,Yes,i
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",Mirador,Yes,i
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",Annona,Yes,i
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",UV,Yes,e
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",Mirador,Yes,e
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",Annona,Yes,e
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",UV,Yes,w
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",Mirador,Yes,w
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",Annona,Yes,w
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",UV,Yes,i
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",Mirador,Yes,i
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",Annona,Yes,i
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",UV,Yes,n
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",Mirador,Yes,n
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",Annona,Yes,n
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",UV,Yes,g
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",Mirador,Yes,g
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",Annona,Yes,g
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",UV,Yes,D
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",Mirador,Yes,D
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",Annona,Yes,D
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",UV,Yes,i
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",Mirador,Yes,i
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",Annona,Yes,i
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",UV,Yes,r
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",Mirador,Yes,r
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",Annona,Yes,r
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",UV,Yes,e
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",Mirador,Yes,e
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",Annona,Yes,e
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",UV,Yes,c
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",Mirador,Yes,c
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",Annona,Yes,c
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",UV,Yes,t
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",Mirador,Yes,t
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",Annona,Yes,t
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",UV,Yes,i
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",Mirador,Yes,i
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",Annona,Yes,i
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",UV,Yes,o
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",Mirador,Yes,o
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",Annona,Yes,o
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",UV,Yes,n
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",Mirador,Yes,n
10,0010-book-2-viewing-direction,Viewing direction and Its Effect on Navigation,"['image', 'property']",Annona,Yes,n
11,0011-book-3-behavior,"Book 'behavior' Variations (continuous, individuals)",property,"{'id': 'UV', 'support': 'partial'}",Yes,behavior
11,0011-book-3-behavior,"Book 'behavior' Variations (continuous, individuals)",property,Mirador,Yes,behavior
11,0011-book-3-behavior,"Book 'behavior' Variations (continuous, individuals)",property,"{'id': 'UV', 'support': 'partial'}",Yes,image
11,0011-book-3-behavior,"Book 'behavior' Variations (continuous, individuals)",property,Mirador,Yes,image
13,0013-placeholderCanvas,Load a Preview Image Before the Main Content,"['property', 'AV']",Clover,Yes,p
13,0013-placeholderCanvas,Load a Preview Image Before the Main Content,"['property', 'AV']",Ramp,Yes,p
13,0013-placeholderCanvas,Load a Preview Image Before the Main Content,"['property', 'AV']",Clover,Yes,l
13,0013-placeholderCanvas,Load a Preview Image Before the Main Content,"['property', 'AV']",Ramp,Yes,l
13,0013-placeholderCanvas,Load a Preview Image Before the Main Content,"['property', 'AV']",Clover,Yes,a
13,0013-placeholderCanvas,Load a Preview Image Before the Main Content,"['property', 'AV']",Ramp,Yes,a
13,0013-placeholderCanvas,Load a Preview Image Before the Main Content,"['property', 'AV']",Clover,Yes,c
13,0013-placeholderCanvas,Load a Preview Image Before the Main Content,"['property', 'AV']",Ramp,Yes,c
13,0013-placeholderCanvas,Load a Preview Image Before the Main Content,"['property', 'AV']",Clover,Yes,e
13,0013-placeholderCanvas,Load a Preview Image Before the Main Content,"['property', 'AV']",Ramp,Yes,e
13,0013-placeholderCanvas,Load a Preview Image Before the Main Content,"['property', 'AV']",Clover,Yes,h
13,0013-placeholderCanvas,Load a Preview Image Before the Main Content,"['property', 'AV']",Ramp,Yes,h
13,0013-placeholderCanvas,Load a Preview Image Before the Main Content,"['property', 'AV']",Clover,Yes,o
13,0013-placeholderCanvas,Load a Preview Image Before the Main Content,"['property', 'AV']",Ramp,Yes,o
13,0013-placeholderCanvas,Load a Preview Image Before the Main Content,"['property', 'AV']",Clover,Yes,l
13,0013-placeholderCanvas,Load a Preview Image Before the Main Content,"['property', 'AV']",Ramp,Yes,l
13,0013-placeholderCanvas,Load a Preview Image Before the Main Content,"['property', 'AV']",Clover,Yes,d
13,0013-placeholderCanvas,Load a Preview Image Before the Main Content,"['property', 'AV']",Ramp,Yes,d
13,0013-placeholderCanvas,Load a Preview Image Before the Main Content,"['property', 'AV']",Clover,Yes,e
13,0013-placeholderCanvas,Load a Preview Image Before the Main Content,"['property', 'AV']",Ramp,Yes,e
13,0013-placeholderCanvas,Load a Preview Image Before the Main Content,"['property', 'AV']",Clover,Yes,r
13,0013-placeholderCanvas,Load a Preview Image Before the Main Content,"['property', 'AV']",Ramp,Yes,r
13,0013-placeholderCanvas,Load a Preview Image Before the Main Content,"['property', 'AV']",Clover,Yes,C
13,0013-placeholderCanvas,Load a Preview Image Before the Main Content,"['property', 'AV']",Ramp,Yes,C
13,0013-placeholderCanvas,Load a Preview Image Before the Main Content,"['property', 'AV']",Clover,Yes,a
13,0013-placeholderCanvas,Load a Preview Image Before the Main Content,"['property', 'AV']",Ramp,Yes,a
13,0013-placeholderCanvas,Load a Preview Image Before the Main Content,"['property', 'AV']",Clover,Yes,n
13,0013-placeholderCanvas,Load a Preview Image Before the Main Content,"['property', 'AV']",Ramp,Yes,n
13,0013-placeholderCanvas,Load a Preview Image Before the Main Content,"['property', 'AV']",Clover,Yes,v
13,0013-placeholderCanvas,Load a Preview Image Before the Main Content,"['property', 'AV']",Ramp,Yes,v
13,0013-placeholderCanvas,Load a Preview Image Before the Main Content,"['property', 'AV']",Clover,Yes,a
13,0013-placeholderCanvas,Load a Preview Image Before the Main Content,"['property', 'AV']",Ramp,Yes,a
13,0013-placeholderCanvas,Load a Preview Image Before the Main Content,"['property', 'AV']",Clover,Yes,s
13,0013-placeholderCanvas,Load a Preview Image Before the Main Content,"['property', 'AV']",Ramp,Yes,s
14,0014-accompanyingcanvas,Audio Presentation with Accompanying Image,"['property', 'AV']",Clover,Yes,a
14,0014-accompanyingcanvas,Audio Presentation with Accompanying Image,"['property', 'AV']",Clover,Yes,c
14,0014-accompanyingcanvas,Audio Presentation with Accompanying Image,"['property', 'AV']",Clover,Yes,c
14,0014-accompanyingcanvas,Audio Presentation with Accompanying Image,"['property', 'AV']",Clover,Yes,o
14,0014-accompanyingcanvas,Audio Presentation with Accompanying Image,"['property', 'AV']",Clover,Yes,m
14,0014-accompanyingcanvas,Audio Presentation with Accompanying Image,"['property', 'AV']",Clover,Yes,p
14,0014-accompanyingcanvas,Audio Presentation with Accompanying Image,"['property', 'AV']",Clover,Yes,a
14,0014-accompanyingcanvas,Audio Presentation with Accompanying Image,"['property', 'AV']",Clover,Yes,n
14,0014-accompanyingcanvas,Audio Presentation with Accompanying Image,"['property', 'AV']",Clover,Yes,y
14,0014-accompanyingcanvas,Audio Presentation with Accompanying Image,"['property', 'AV']",Clover,Yes,i
14,0014-accompanyingcanvas,Audio Presentation with Accompanying Image,"['property', 'AV']",Clover,Yes,n
14,0014-accompanyingcanvas,Audio Presentation with Accompanying Image,"['property', 'AV']",Clover,Yes,g
14,0014-accompanyingcanvas,Audio Presentation with Accompanying Image,"['property', 'AV']",Clover,Yes,C
14,0014-accompanyingcanvas,Audio Presentation with Accompanying Image,"['property', 'AV']",Clover,Yes,a
14,0014-accompanyingcanvas,Audio Presentation with Accompanying Image,"['property', 'AV']",Clover,Yes,n
14,0014-accompanyingcanvas,Audio Presentation with Accompanying Image,"['property', 'AV']",Clover,Yes,v
14,0014-accompanyingcanvas,Audio Presentation with Accompanying Image,"['property', 'AV']",Clover,Yes,a
14,0014-accompanyingcanvas,Audio Presentation with Accompanying Image,"['property', 'AV']",Clover,Yes,s
15,0015-start,Begin playback at a specific point - Time-based media,"['AV', 'property']",Ramp,Yes,s
15,0015-start,Begin playback at a specific point - Time-based media,"['AV', 'property']",Ramp,Yes,t
15,0015-start,Begin playback at a specific point - Time-based media,"['AV', 'property']",Ramp,Yes,a
15,0015-start,Begin playback at a specific point - Time-based media,"['AV', 'property']",Ramp,Yes,r
15,0015-start,Begin playback at a specific point - Time-based media,"['AV', 'property']",Ramp,Yes,t
17,0017-transcription-av,Providing Access to Transcript Files of A/V Content,AV,UV,Yes,r
17,0017-transcription-av,Providing Access to Transcript Files of A/V Content,AV,Mirador,Yes,r
17,0017-transcription-av,Providing Access to Transcript Files of A/V Content,AV,Ramp,Yes,r
17,0017-transcription-av,Providing Access to Transcript Files of A/V Content,AV,UV,Yes,e
17,0017-transcription-av,Providing Access to Transcript Files of A/V Content,AV,Mirador,Yes,e
17,0017-transcription-av,Providing Access to Transcript Files of A/V Content,AV,Ramp,Yes,e
17,0017-transcription-av,Providing Access to Transcript Files of A/V Content,AV,UV,Yes,n
17,0017-transcription-av,Providing Access to Transcript Files of A/V Content,AV,Mirador,Yes,n
17,0017-transcription-av,Providing Access to Transcript Files of A/V Content,AV,Ramp,Yes,n
17,0017-transcription-av,Providing Access to Transcript Files of A/V Content,AV,UV,Yes,d
17,0017-transcription-av,Providing Access to Transcript Files of A/V Content,AV,Mirador,Yes,d
17,0017-transcription-av,Providing Access to Transcript Files of A/V Content,AV,Ramp,Yes,d
17,0017-transcription-av,Providing Access to Transcript Files of A/V Content,AV,UV,Yes,e
17,0017-transcription-av,Providing Access to Transcript Files of A/V Content,AV,Mirador,Yes,e
17,0017-transcription-av,Providing Access to Transcript Files of A/V Content,AV,Ramp,Yes,e
17,0017-transcription-av,Providing Access to Transcript Files of A/V Content,AV,UV,Yes,r
17,0017-transcription-av,Providing Access to Transcript Files of A/V Content,AV,Mirador,Yes,r
17,0017-transcription-av,Providing Access to Transcript Files of A/V Content,AV,Ramp,Yes,r
17,0017-transcription-av,Providing Access to Transcript Files of A/V Content,AV,UV,Yes,i
17,0017-transcription-av,Providing Access to Transcript Files of A/V Content,AV,Mirador,Yes,i
17,0017-transcription-av,Providing Access to Transcript Files of A/V Content,AV,Ramp,Yes,i
17,0017-transcription-av,Providing Access to Transcript Files of A/V Content,AV,UV,Yes,n
17,0017-transcription-av,Providing Access to Transcript Files of A/V Content,AV,Mirador,Yes,n
17,0017-transcription-av,Providing Access to Transcript Files of A/V Content,AV,Ramp,Yes,n
17,0017-transcription-av,Providing Access to Transcript Files of A/V Content,AV,UV,Yes,g
17,0017-transcription-av,Providing Access to Transcript Files of A/V Content,AV,Mirador,Yes,g
17,0017-transcription-av,Providing Access to Transcript Files of A/V Content,AV,Ramp,Yes,g
19,0019-html-in-annotations,HTML in Annotations,['basic'],Mirador,Yes,
19,0019-html-in-annotations,HTML in Annotations,['basic'],Annona,Yes,
21,0021-tagging,Simple Annotation — Tagging,annotation,Mirador,Yes,
21,0021-tagging,Simple Annotation — Tagging,annotation,Annona,Yes,
24,0024-book-4-toc,Table of Contents for Book Chapters,structure,UV,Yes,s
24,0024-book-4-toc,Table of Contents for Book Chapters,structure,Mirador,Yes,s
24,0024-book-4-toc,Table of Contents for Book Chapters,structure,UV,Yes,t
24,0024-book-4-toc,Table of Contents for Book Chapters,structure,Mirador,Yes,t
24,0024-book-4-toc,Table of Contents for Book Chapters,structure,UV,Yes,r
24,0024-book-4-toc,Table of Contents for Book Chapters,structure,Mirador,Yes,r
24,0024-book-4-toc,Table of Contents for Book Chapters,structure,UV,Yes,u
24,0024-book-4-toc,Table of Contents for Book Chapters,structure,Mirador,Yes,u
24,0024-book-4-toc,Table of Contents for Book Chapters,structure,UV,Yes,c
24,0024-book-4-toc,Table of Contents for Book Chapters,structure,Mirador,Yes,c
24,0024-book-4-toc,Table of Contents for Book Chapters,structure,UV,Yes,t
24,0024-book-4-toc,Table of Contents for Book Chapters,structure,Mirador,Yes,t
24,0024-book-4-toc,Table of Contents for Book Chapters,structure,UV,Yes,u
24,0024-book-4-toc,Table of Contents for Book Chapters,structure,Mirador,Yes,u
24,0024-book-4-toc,Table of Contents for Book Chapters,structure,UV,Yes,r
24,0024-book-4-toc,Table of Contents for Book Chapters,structure,Mirador,Yes,r
24,0024-book-4-toc,Table of Contents for Book Chapters,structure,UV,Yes,e
24,0024-book-4-toc,Table of Contents for Book Chapters,structure,Mirador,Yes,e
24,0024-book-4-toc,Table of Contents for Book Chapters,structure,UV,Yes,s
24,0024-book-4-toc,Table of Contents for Book Chapters,structure,Mirador,Yes,s
26,0026-toc-opera,Table of Contents for A/V Content,"['AV', 'structure']",UV,Yes,
26,0026-toc-opera,Table of Contents for A/V Content,"['AV', 'structure']",Ramp,Yes,
29,0029-metadata-anywhere,Metadata on any Resource,property,UV,Yes,m
29,0029-metadata-anywhere,Metadata on any Resource,property,Mirador,Yes,m
29,0029-metadata-anywhere,Metadata on any Resource,property,Annona,Yes,m
29,0029-metadata-anywhere,Metadata on any Resource,property,"{'id': 'Clover', 'support': 'partial'}",Yes,m
29,0029-metadata-anywhere,Metadata on any Resource,property,UV,Yes,e
29,0029-metadata-anywhere,Metadata on any Resource,property,Mirador,Yes,e
29,0029-metadata-anywhere,Metadata on any Resource,property,Annona,Yes,e
29,0029-metadata-anywhere,Metadata on any Resource,property,"{'id': 'Clover', 'support': 'partial'}",Yes,e
29,0029-metadata-anywhere,Metadata on any Resource,property,UV,Yes,t
29,0029-metadata-anywhere,Metadata on any Resource,property,Mirador,Yes,t
29,0029-metadata-anywhere,Metadata on any Resource,property,Annona,Yes,t
29,0029-metadata-anywhere,Metadata on any Resource,property,"{'id': 'Clover', 'support': 'partial'}",Yes,t
29,0029-metadata-anywhere,Metadata on any Resource,property,UV,Yes,a
29,0029-metadata-anywhere,Metadata on any Resource,property,Mirador,Yes,a
29,0029-metadata-anywhere,Metadata on any Resource,property,Annona,Yes,a
29,0029-metadata-anywhere,Metadata on any Resource,property,"{'id': 'Clover', 'support': 'partial'}",Yes,a
29,0029-metadata-anywhere,Metadata on any Resource,property,UV,Yes,d
29,0029-metadata-anywhere,Metadata on any Resource,property,Mirador,Yes,d
29,0029-metadata-anywhere,Metadata on any Resource,property,Annona,Yes,d
29,0029-metadata-anywhere,Metadata on any Resource,property,"{'id': 'Clover', 'support': 'partial'}",Yes,d
29,0029-metadata-anywhere,Metadata on any Resource,property,UV,Yes,a
29,0029-metadata-anywhere,Metadata on any Resource,property,Mirador,Yes,a
29,0029-metadata-anywhere,Metadata on any Resource,property,Annona,Yes,a
29,0029-metadata-anywhere,Metadata on any Resource,property,"{'id': 'Clover', 'support': 'partial'}",Yes,a
29,0029-metadata-anywhere,Metadata on any Resource,property,UV,Yes,t
29,0029-metadata-anywhere,Metadata on any Resource,property,Mirador,Yes,t
29,0029-metadata-anywhere,Metadata on any Resource,property,Annona,Yes,t
29,0029-metadata-anywhere,Metadata on any Resource,property,"{'id': 'Clover', 'support': 'partial'}",Yes,t
29,0029-metadata-anywhere,Metadata on any Resource,property,UV,Yes,a
29,0029-metadata-anywhere,Metadata on any Resource,property,Mirador,Yes,a
29,0029-metadata-anywhere,Metadata on any Resource,property,Annona,Yes,a
29,0029-metadata-anywhere,Metadata on any Resource,property,"{'id': 'Clover', 'support': 'partial'}",Yes,a
30,0030-multi-volume,Multi-volume Work with Individually-bound Volumes,structure,UV,Yes,
30,0030-multi-volume,Multi-volume Work with Individually-bound Volumes,structure,Mirador,Yes,
30,0030-multi-volume,Multi-volume Work with Individually-bound Volumes,structure,Annona,Yes,
31,0031-bound-multivolume,Multiple Volumes in a Single Bound Volume,['structure'],UV,Yes,
31,0031-bound-multivolume,Multiple Volumes in a Single Bound Volume,['structure'],Mirador,Yes,
32,0032-collection,Simple Collection,['basic'],UV,Yes,
32,0032-collection,Simple Collection,['basic'],Mirador,Yes,
32,0032-collection,Simple Collection,['basic'],Annona,Yes,
32,0032-collection,Simple Collection,['basic'],Clover,Yes,
