id,slug,url,json,recipe,topic,viewer,support,property
24,0024-book-4-toc,https://iiif.io/api/cookbook/recipe/0024-book-4-toc/,https://iiif.io/api/cookbook/recipe/0024-book-4-toc/manifest.json,Table of Contents for Book Chapters,structure,UV,Yes,structures
24,0024-book-4-toc,https://iiif.io/api/cookbook/recipe/0024-book-4-toc/,https://iiif.io/api/cookbook/recipe/0024-book-4-toc/manifest.json,Table of Contents for Book Chapters,structure,Mirador,Yes,structures
26,0026-toc-opera,https://iiif.io/api/cookbook/recipe/0026-toc-opera/,https://iiif.io/api/cookbook/recipe/0026-toc-opera/manifest.json,Table of Contents for A/V Content,AV,UV,Yes,
26,0026-toc-opera,https://iiif.io/api/cookbook/recipe/0026-toc-opera/,https://iiif.io/api/cookbook/recipe/0026-toc-opera/manifest.json,Table of Contents for A/V Content,AV,Ramp,Yes,
26,0026-toc-opera,https://iiif.io/api/cookbook/recipe/0026-toc-opera/,https://iiif.io/api/cookbook/recipe/0026-toc-opera/manifest.json,Table of Contents for A/V Content,structure,UV,Yes,
26,0026-toc-opera,https://iiif.io/api/cookbook/recipe/0026-toc-opera/,https://iiif.io/api/cookbook/recipe/0026-toc-opera/manifest.json,Table of Contents for A/V Content,structure,Ramp,Yes,
29,0029-metadata-anywhere,https://iiif.io/api/cookbook/recipe/0029-metadata-anywhere/,https://iiif.io/api/cookbook/recipe/0029-metadata-anywhere/manifest.json,Metadata on any Resource,property,UV,Yes,metadata
29,0029-metadata-anywhere,https://iiif.io/api/cookbook/recipe/0029-metadata-anywhere/,https://iiif.io/api/cookbook/recipe/0029-metadata-anywhere/manifest.json,Metadata on any Resource,property,Mirador,Yes,metadata
29,0029-metadata-anywhere,https://iiif.io/api/cookbook/recipe/0029-metadata-anywhere/,https://iiif.io/api/cookbook/recipe/0029-metadata-anywhere/manifest.json,Metadata on any Resource,property,Annona,Yes,metadata
29,0029-metadata-anywhere,https://iiif.io/api/cookbook/recipe/0029-metadata-anywhere/,https://iiif.io/api/cookbook/recipe/0029-metadata-anywhere/manifest.json,Metadata on any Resource,property,Clover,partial,metadata
30,0030-multi-volume,https://iiif.io/api/cookbook/recipe/0030-multi-volume/,https://iiif.io/api/cookbook/recipe/0030-multi-volume/collection.json,Multi-volume Work with Individually-bound Volumes,structure,UV,Yes,
30,0030-multi-volume,https://iiif.io/api/cookbook/recipe/0030-multi-volume/,https://iiif.io/api/cookbook/recipe/0030-multi-volume/manifest_v1.json,Multi-volume Work with Individually-bound Volumes,structure,UV,Yes,
30,0030-multi-volume,https://iiif.io/api/cookbook/recipe/0030-multi-volume/,https://iiif.io/api/cookbook/recipe/0030-multi-volume/manifest_v2.json,Multi-volume Work with Individually-bound Volumes,structure,UV,Yes,
30,0030-multi-volume,https://iiif.io/api/cookbook/recipe/0030-multi-volume/,https://iiif.io/api/cookbook/recipe/0030-multi-volume/collection.json,Multi-volume Work with Individually-bound Volumes,structure,Mirador,Yes,
30,0030-multi-volume,https://iiif.io/api/cookbook/recipe/0030-multi-volume/,https://iiif.io/api/cookbook/recipe/0030-multi-volume/manifest_v1.json,Multi-volume Work with Individually-bound Volumes,structure,Mirador,Yes,
30,0030-multi-volume,https://iiif.io/api/cookbook/recipe/0030-multi-volume/,https://iiif.io/api/cookbook/recipe/0030-multi-volume/manifest_v2.json,Multi-volume Work with Individually-bound Volumes,structure,Mirador,Yes,
30,0030-multi-volume,https://iiif.io/api/cookbook/recipe/0030-multi-volume/,https://iiif.io/api/cookbook/recipe/0030-multi-volume/collection.json,Multi-volume Work with Individually-bound Volumes,structure,Annona,Yes,
30,0030-multi-volume,https://iiif.io/api/cookbook/recipe/0030-multi-volume/,https://iiif.io/api/cookbook/recipe/0030-multi-volume/manifest_v1.json,Multi-volume Work with Individually-bound Volumes,structure,Annona,Yes,
30,0030-multi-volume,https://iiif.io/api/cookbook/recipe/0030-multi-volume/,https://iiif.io/api/cookbook/recipe/0030-multi-volume/manifest_v2.json,Multi-volume Work with Individually-bound Volumes,structure,Annona,Yes,
31,0031-bound-multivolume,https://iiif.io/api/cookbook/recipe/0031-bound-multivolume/,https://iiif.io/api/cookbook/recipe/0031-bound-multivolume/manifest.json,Multiple Volumes in a Single Bound Volume,structure,UV,Yes,
31,0031-bound-multivolume,https://iiif.io/api/cookbook/recipe/0031-bound-multivolume/,https://iiif.io/api/cookbook/recipe/0031-bound-multivolume/manifest.json,Multiple Volumes in a Single Bound Volume,structure,Mirador,Yes,
