Recipe A,Recipe B,Similarity Score
Simple Collection,Using Caption and Subtitle Files with Video Content,0.14728955214423162
Simple Collection,Navigation by Chronology,0.19588803707656774
Simple Collection,Acknowledge Content Contributors,0.15528145604919158
Simple Collection,Locate Multiple Canvases on a Web Map,0.19788946850636066
Simple Collection,Annotation with a Non-Rectangular Polygon (Updated),0.10977064013190181
Simple Collection,Simplest Annotation,0.21276961837999717
Simple Collection,Embedded or referenced Annotations,0.13892448395782164
Simple Collection,Missing Images in a Sequence,0.1877013116849967
Simple Collection,Addressing a Spatial Region,0.1991547892318617
Simple Collection,Image in Annotations,0.20975826760336927
Providing Alternative Representations,Simplest Manifest - Single Image File,0.32190072104705647
Providing Alternative Representations,Simplest Manifest - Audio,0.2019533963268633
Providing Alternative Representations,Simplest Manifest - Video,0.2316684637696254
Providing Alternative Representations,Image and Canvas with Differing Dimensions,0.28780332296927374
Providing Alternative Representations,Support Deep Viewing with Basic Use of a IIIF Image Service,0.4149837876507735
Providing Alternative Representations,Internationalization and Multi-language Values,0.2251714488933777
Providing Alternative Representations,Embedding HTML in descriptive properties,0.25084366131529795
Providing Alternative Representations,Rights statement,0.2574566521932493
Providing Alternative Representations,Simple Manifest - Book,0.3771183409371379
Providing Alternative Representations,Viewing direction and Its Effect on Navigation,0.362226358738234
Providing Alternative Representations,"Book 'behavior' Variations (continuous, individuals)",0.3115386660739693
Providing Alternative Representations,Load a Preview Image Before the Main Content,0.2170059220689566
Providing Alternative Representations,Audio Presentation with Accompanying Image,0.26369198282540474
Providing Alternative Representations,Begin playback at a specific point - Time-based media,0.18703595305001366
Providing Alternative Representations,Providing Access to Transcript Files of A/V Content,0.24544936906929762
Providing Alternative Representations,HTML in Annotations,0.2649354141951341
Providing Alternative Representations,Simple Annotation — Tagging,0.31228825310400316
Providing Alternative Representations,Table of Contents for Book Chapters,0.3066684915984527
Providing Alternative Representations,Table of Contents for A/V Content,0.20988354108940513
Providing Alternative Representations,Metadata on any Resource,0.24142439013458186
Providing Alternative Representations,Multi-volume Work with Individually-bound Volumes,0.15081691974767425
Providing Alternative Representations,Multiple Volumes in a Single Bound Volume,0.2765158988667381
Providing Alternative Representations,Simple Collection,0.20427503748143094
Providing Alternative Representations,Linking to Web Page of an Object,0.3059443197873644
Providing Alternative Representations,Linking to Structured Metadata,0.4525135556385855
Providing Alternative Representations,Table of Contents for Multiple A/V Files on a Single Canvas,0.22203312266454026
Providing Alternative Representations,Table of Contents for Multiple A/V Files on Multiple Canvases,0.21118344803613331
Providing Alternative Representations,Basic Newspaper,0.19133582186714734
Providing Alternative Representations,Using Caption and Subtitle Files in Multiple Languages with Video Content,0.19841919105916475
Providing Alternative Representations,Image Thumbnail for Manifest,0.4193466596992869
Providing Alternative Representations,Displaying Multiple Values with Language Maps,0.22422363657549402
Providing Alternative Representations,Represent Canvas Fragment as a Geographic Area in a Web Mapping Client,0.2300279535286292
Providing Alternative Representations,Locate a Manifest on a Web Map,0.2575854297739384
Providing Alternative Representations,Load Manifest Beginning with a Specific Canvas,0.3624477307308587
Providing Alternative Representations,Using Caption and Subtitle Files with Video Content,0.19991502515913812
Providing Alternative Representations,Navigation by Chronology,0.1613365704359184
Providing Alternative Representations,Acknowledge Content Contributors,0.30008811648039
Providing Alternative Representations,Locate Multiple Canvases on a Web Map,0.25590863351853543
Providing Alternative Representations,Annotation with a Non-Rectangular Polygon (Updated),0.1692636396062495
Providing Alternative Representations,Simplest Annotation,0.3562962233448977
Providing Alternative Representations,Embedded or referenced Annotations,0.1780541432283307
Providing Alternative Representations,Missing Images in a Sequence,0.35082745589689485
Providing Alternative Representations,Addressing a Spatial Region,0.29934325455836513
Providing Alternative Representations,Image in Annotations,0.3719612907566273
Linking to Web Page of an Object,Simplest Manifest - Single Image File,0.27527028331197406
Linking to Web Page of an Object,Simplest Manifest - Audio,0.19265387407250723
Linking to Web Page of an Object,Simplest Manifest - Video,0.2193320696220927
Linking to Web Page of an Object,Image and Canvas with Differing Dimensions,0.2615189526014321
Linking to Web Page of an Object,Support Deep Viewing with Basic Use of a IIIF Image Service,0.350603764807691
Linking to Web Page of an Object,Internationalization and Multi-language Values,0.234943580008198
Linking to Web Page of an Object,Embedding HTML in descriptive properties,0.22906435213508683
Linking to Web Page of an Object,Rights statement,0.22556688250456203
Linking to Web Page of an Object,Simple Manifest - Book,0.3169466357844159
Linking to Web Page of an Object,Viewing direction and Its Effect on Navigation,0.24552283134810032
Linking to Web Page of an Object,"Book 'behavior' Variations (continuous, individuals)",0.2692381861219696
Linking to Web Page of an Object,Load a Preview Image Before the Main Content,0.19661105683381325
Linking to Web Page of an Object,Audio Presentation with Accompanying Image,0.23667347014190224
Linking to Web Page of an Object,Begin playback at a specific point - Time-based media,0.1778664344543509
Linking to Web Page of an Object,Providing Access to Transcript Files of A/V Content,0.2027743079015512
Linking to Web Page of an Object,HTML in Annotations,0.27274490057695494
Linking to Web Page of an Object,Simple Annotation — Tagging,0.27752206074106034
Linking to Web Page of an Object,Table of Contents for Book Chapters,0.2615606194883351
Linking to Web Page of an Object,Table of Contents for A/V Content,0.19609709723503638
Linking to Web Page of an Object,Metadata on any Resource,0.21189997944803468
Linking to Web Page of an Object,Multi-volume Work with Individually-bound Volumes,0.1680400468377266
Linking to Web Page of an Object,Multiple Volumes in a Single Bound Volume,0.23633762947446427
Linking to Web Page of an Object,Simple Collection,0.27911702466423705
Linking to Web Page of an Object,Providing Alternative Representations,0.3059443197873644
Linking to Web Page of an Object,Linking to Structured Metadata,0.31058909533170936
Linking to Web Page of an Object,Table of Contents for Multiple A/V Files on a Single Canvas,0.20887419131757978
Linking to Web Page of an Object,Table of Contents for Multiple A/V Files on Multiple Canvases,0.19496817617398682
Linking to Web Page of an Object,Basic Newspaper,0.19621403386435876
Linking to Web Page of an Object,Using Caption and Subtitle Files in Multiple Languages with Video Content,0.21031555705010066
Linking to Web Page of an Object,Image Thumbnail for Manifest,0.27189102922154196
Linking to Web Page of an Object,Displaying Multiple Values with Language Maps,0.20364681578813204
Linking to Web Page of an Object,Represent Canvas Fragment as a Geographic Area in a Web Mapping Client,0.21539943371271347
Linking to Web Page of an Object,Locate a Manifest on a Web Map,0.30164078951629475
Linking to Web Page of an Object,Load Manifest Beginning with a Specific Canvas,0.30982348508902335
Linking to Web Page of an Object,Using Caption and Subtitle Files with Video Content,0.1934475853145734
Linking to Web Page of an Object,Navigation by Chronology,0.1496987617953454
Linking to Web Page of an Object,Acknowledge Content Contributors,0.2576633541811881
Linking to Web Page of an Object,Locate Multiple Canvases on a Web Map,0.26527544026650096
Linking to Web Page of an Object,Annotation with a Non-Rectangular Polygon (Updated),0.1542464335200272
Linking to Web Page of an Object,Simplest Annotation,0.32635243827958865
Linking to Web Page of an Object,Embedded or referenced Annotations,0.1772810450059015
Linking to Web Page of an Object,Missing Images in a Sequence,0.28863950084242357
Linking to Web Page of an Object,Addressing a Spatial Region,0.2605856049370683
Linking to Web Page of an Object,Image in Annotations,0.31608284539916437
Linking to Structured Metadata,Simplest Manifest - Single Image File,0.3254942981361104
Linking to Structured Metadata,Simplest Manifest - Audio,0.20413451118896492
Linking to Structured Metadata,Simplest Manifest - Video,0.2341657469416977
Linking to Structured Metadata,Image and Canvas with Differing Dimensions,0.29088329399326446
Linking to Structured Metadata,Support Deep Viewing with Basic Use of a IIIF Image Service,0.41970709767413344
Linking to Structured Metadata,Internationalization and Multi-language Values,0.22912433176572256
Linking to Structured Metadata,Embedding HTML in descriptive properties,0.2552286841829367
Linking to Structured Metadata,Rights statement,0.2605083102599811
Linking to Structured Metadata,Simple Manifest - Book,0.38140738497106497
Linking to Structured Metadata,Viewing direction and Its Effect on Navigation,0.3668875638081903
Linking to Structured Metadata,"Book 'behavior' Variations (continuous, individuals)",0.3151000418201292
Linking to Structured Metadata,Load a Preview Image Before the Main Content,0.21928627952182259
Linking to Structured Metadata,Audio Presentation with Accompanying Image,0.2666107831398701
Linking to Structured Metadata,Begin playback at a specific point - Time-based media,0.18986757646291186
Linking to Structured Metadata,Providing Access to Transcript Files of A/V Content,0.21076073533653364
Linking to Structured Metadata,HTML in Annotations,0.26790305577318657
Linking to Structured Metadata,Simple Annotation — Tagging,0.31579015144877776
Linking to Structured Metadata,Table of Contents for Book Chapters,0.3100811195029585
Linking to Structured Metadata,Table of Contents for A/V Content,0.21207421881755303
Linking to Structured Metadata,Metadata on any Resource,0.25506798957071186
Linking to Structured Metadata,Multi-volume Work with Individually-bound Volumes,0.15253288419873645
Linking to Structured Metadata,Multiple Volumes in a Single Bound Volume,0.2795959494491316
Linking to Structured Metadata,Simple Collection,0.2065842380487492
Linking to Structured Metadata,Providing Alternative Representations,0.4525135556385855
Linking to Structured Metadata,Linking to Web Page of an Object,0.31058909533170936
Linking to Structured Metadata,Table of Contents for Multiple A/V Files on a Single Canvas,0.224984521032447
Linking to Structured Metadata,Table of Contents for Multiple A/V Files on Multiple Canvases,0.2139226559509775
Linking to Structured Metadata,Basic Newspaper,0.19538772003767843
Linking to Structured Metadata,Using Caption and Subtitle Files in Multiple Languages with Video Content,0.20057235473506596
Linking to Structured Metadata,Image Thumbnail for Manifest,0.42420592111216576
Linking to Structured Metadata,Displaying Multiple Values with Language Maps,0.22662249150859431
Linking to Structured Metadata,Represent Canvas Fragment as a Geographic Area in a Web Mapping Client,0.23264106297323164
Linking to Structured Metadata,Locate a Manifest on a Web Map,0.260596793010912
Linking to Structured Metadata,Load Manifest Beginning with a Specific Canvas,0.3665422988112348
Linking to Structured Metadata,Using Caption and Subtitle Files with Video Content,0.20202574083327163
Linking to Structured Metadata,Navigation by Chronology,0.16328401008050283
Linking to Structured Metadata,Acknowledge Content Contributors,0.33805441480098597
Linking to Structured Metadata,Locate Multiple Canvases on a Web Map,0.25882616149618337
Linking to Structured Metadata,Annotation with a Non-Rectangular Polygon (Updated),0.17220018882791982
Linking to Structured Metadata,Simplest Annotation,0.3602644330417075
Linking to Structured Metadata,Embedded or referenced Annotations,0.18007314429314275
Linking to Structured Metadata,Missing Images in a Sequence,0.35548177686046556
Linking to Structured Metadata,Addressing a Spatial Region,0.3028627862765035
Linking to Structured Metadata,Image in Annotations,0.3760481747206987
Table of Contents for Multiple A/V Files on a Single Canvas,Simplest Manifest - Single Image File,0.20492961585195113
Table of Contents for Multiple A/V Files on a Single Canvas,Simplest Manifest - Audio,0.18389399867608888
Table of Contents for Multiple A/V Files on a Single Canvas,Simplest Manifest - Video,0.26977744969149425
Table of Contents for Multiple A/V Files on a Single Canvas,Image and Canvas with Differing Dimensions,0.3078954296738842
Table of Contents for Multiple A/V Files on a Single Canvas,Support Deep Viewing with Basic Use of a IIIF Image Service,0.24589374802826028
Table of Contents for Multiple A/V Files on a Single Canvas,Internationalization and Multi-language Values,0.14909183230787978
Table of Contents for Multiple A/V Files on a Single Canvas,Embedding HTML in descriptive properties,0.1690707106194827
Table of Contents for Multiple A/V Files on a Single Canvas,Rights statement,0.17073267650510388
Table of Contents for Multiple A/V Files on a Single Canvas,Simple Manifest - Book,0.22974584259446004
Table of Contents for Multiple A/V Files on a Single Canvas,Viewing direction and Its Effect on Navigation,0.17800981725607432
Table of Contents for Multiple A/V Files on a Single Canvas,"Book 'behavior' Variations (continuous, individuals)",0.19667008869029223
Table of Contents for Multiple A/V Files on a Single Canvas,Load a Preview Image Before the Main Content,0.2608653138971357
Table of Contents for Multiple A/V Files on a Single Canvas,Audio Presentation with Accompanying Image,0.20723238559156046
Table of Contents for Multiple A/V Files on a Single Canvas,Begin playback at a specific point - Time-based media,0.1922937059274005
Table of Contents for Multiple A/V Files on a Single Canvas,Providing Access to Transcript Files of A/V Content,0.22693432735686342
Table of Contents for Multiple A/V Files on a Single Canvas,HTML in Annotations,0.19400458369194543
Table of Contents for Multiple A/V Files on a Single Canvas,Simple Annotation — Tagging,0.2094873598058159
Table of Contents for Multiple A/V Files on a Single Canvas,Table of Contents for Book Chapters,0.22615667777855422
Table of Contents for Multiple A/V Files on a Single Canvas,Table of Contents for A/V Content,0.502609357877486
Table of Contents for Multiple A/V Files on a Single Canvas,Metadata on any Resource,0.17494037656386657
Table of Contents for Multiple A/V Files on a Single Canvas,Multi-volume Work with Individually-bound Volumes,0.1177487128033753
Table of Contents for Multiple A/V Files on a Single Canvas,Multiple Volumes in a Single Bound Volume,0.1976602798495356
Table of Contents for Multiple A/V Files on a Single Canvas,Simple Collection,0.15763409603217943
Table of Contents for Multiple A/V Files on a Single Canvas,Providing Alternative Representations,0.22203312266454026
Table of Contents for Multiple A/V Files on a Single Canvas,Linking to Web Page of an Object,0.20887419131757978
Table of Contents for Multiple A/V Files on a Single Canvas,Linking to Structured Metadata,0.224984521032447
Table of Contents for Multiple A/V Files on a Single Canvas,Table of Contents for Multiple A/V Files on Multiple Canvases,0.48626065523474465
Table of Contents for Multiple A/V Files on a Single Canvas,Basic Newspaper,0.1576476254824381
Table of Contents for Multiple A/V Files on a Single Canvas,Using Caption and Subtitle Files in Multiple Languages with Video Content,0.18529642522641895
Table of Contents for Multiple A/V Files on a Single Canvas,Image Thumbnail for Manifest,0.18850401115254753
Table of Contents for Multiple A/V Files on a Single Canvas,Displaying Multiple Values with Language Maps,0.17410154774531308
Table of Contents for Multiple A/V Files on a Single Canvas,Represent Canvas Fragment as a Geographic Area in a Web Mapping Client,0.17957399021894205
Table of Contents for Multiple A/V Files on a Single Canvas,Locate a Manifest on a Web Map,0.18525740777084057
Table of Contents for Multiple A/V Files on a Single Canvas,Load Manifest Beginning with a Specific Canvas,0.2469131182146086
Table of Contents for Multiple A/V Files on a Single Canvas,Using Caption and Subtitle Files with Video Content,0.1939897300086178
Table of Contents for Multiple A/V Files on a Single Canvas,Navigation by Chronology,0.09581227636928095
Table of Contents for Multiple A/V Files on a Single Canvas,Acknowledge Content Contributors,0.1524195503857124
Table of Contents for Multiple A/V Files on a Single Canvas,Locate Multiple Canvases on a Web Map,0.17306236979152914
Table of Contents for Multiple A/V Files on a Single Canvas,Annotation with a Non-Rectangular Polygon (Updated),0.11438798458952663
Table of Contents for Multiple A/V Files on a Single Canvas,Simplest Annotation,0.2789893616402969
Table of Contents for Multiple A/V Files on a Single Canvas,Embedded or referenced Annotations,0.14437140942770313
Table of Contents for Multiple A/V Files on a Single Canvas,Missing Images in a Sequence,0.20466881437487902
Table of Contents for Multiple A/V Files on a Single Canvas,Addressing a Spatial Region,0.1934212267899445
Table of Contents for Multiple A/V Files on a Single Canvas,Image in Annotations,0.23559665271971103
Table of Contents for Multiple A/V Files on Multiple Canvases,Simplest Manifest - Single Image File,0.1974259990439125
Table of Contents for Multiple A/V Files on Multiple Canvases,Simplest Manifest - Audio,0.16921574755888624
Table of Contents for Multiple A/V Files on Multiple Canvases,Simplest Manifest - Video,0.2523244668375092
Table of Contents for Multiple A/V Files on Multiple Canvases,Image and Canvas with Differing Dimensions,0.2871195571321691
Table of Contents for Multiple A/V Files on Multiple Canvases,Support Deep Viewing with Basic Use of a IIIF Image Service,0.23346220572386797
Table of Contents for Multiple A/V Files on Multiple Canvases,Internationalization and Multi-language Values,0.14407434685086004
Table of Contents for Multiple A/V Files on Multiple Canvases,Embedding HTML in descriptive properties,0.1635812527284535
Table of Contents for Multiple A/V Files on Multiple Canvases,Rights statement,0.1648972708088268
Table of Contents for Multiple A/V Files on Multiple Canvases,Simple Manifest - Book,0.217901286480432
Table of Contents for Multiple A/V Files on Multiple Canvases,Viewing direction and Its Effect on Navigation,0.16891239191001348
Table of Contents for Multiple A/V Files on Multiple Canvases,"Book 'behavior' Variations (continuous, individuals)",0.1864879738097044
Table of Contents for Multiple A/V Files on Multiple Canvases,Load a Preview Image Before the Main Content,0.2474781647506249
Table of Contents for Multiple A/V Files on Multiple Canvases,Audio Presentation with Accompanying Image,0.19075541609490124
Table of Contents for Multiple A/V Files on Multiple Canvases,Begin playback at a specific point - Time-based media,0.18129528368353573
Table of Contents for Multiple A/V Files on Multiple Canvases,Providing Access to Transcript Files of A/V Content,0.2166465427579083
Table of Contents for Multiple A/V Files on Multiple Canvases,HTML in Annotations,0.17878390018926463
Table of Contents for Multiple A/V Files on Multiple Canvases,Simple Annotation — Tagging,0.19906586969839785
Table of Contents for Multiple A/V Files on Multiple Canvases,Table of Contents for Book Chapters,0.20955013131849148
Table of Contents for Multiple A/V Files on Multiple Canvases,Table of Contents for A/V Content,0.4558978570299534
Table of Contents for Multiple A/V Files on Multiple Canvases,Metadata on any Resource,0.1633296518316947
Table of Contents for Multiple A/V Files on Multiple Canvases,Multi-volume Work with Individually-bound Volumes,0.11622087708973224
Table of Contents for Multiple A/V Files on Multiple Canvases,Multiple Volumes in a Single Bound Volume,0.18296091472909032
Table of Contents for Multiple A/V Files on Multiple Canvases,Simple Collection,0.1578480568946108
Table of Contents for Multiple A/V Files on Multiple Canvases,Providing Alternative Representations,0.21118344803613331
Table of Contents for Multiple A/V Files on Multiple Canvases,Linking to Web Page of an Object,0.19496817617398682
Table of Contents for Multiple A/V Files on Multiple Canvases,Linking to Structured Metadata,0.2139226559509775
Table of Contents for Multiple A/V Files on Multiple Canvases,Table of Contents for Multiple A/V Files on a Single Canvas,0.48626065523474465
Table of Contents for Multiple A/V Files on Multiple Canvases,Basic Newspaper,0.1454591535136098
Table of Contents for Multiple A/V Files on Multiple Canvases,Using Caption and Subtitle Files in Multiple Languages with Video Content,0.3201462249741412
Table of Contents for Multiple A/V Files on Multiple Canvases,Image Thumbnail for Manifest,0.19438871518538828
Table of Contents for Multiple A/V Files on Multiple Canvases,Displaying Multiple Values with Language Maps,0.15816327432662566
Table of Contents for Multiple A/V Files on Multiple Canvases,Represent Canvas Fragment as a Geographic Area in a Web Mapping Client,0.16020411178371155
Table of Contents for Multiple A/V Files on Multiple Canvases,Locate a Manifest on a Web Map,0.1742027938395909
Table of Contents for Multiple A/V Files on Multiple Canvases,Load Manifest Beginning with a Specific Canvas,0.22637351730997485
Table of Contents for Multiple A/V Files on Multiple Canvases,Using Caption and Subtitle Files with Video Content,0.18017314101400203
Table of Contents for Multiple A/V Files on Multiple Canvases,Navigation by Chronology,0.09788385516919378
Table of Contents for Multiple A/V Files on Multiple Canvases,Acknowledge Content Contributors,0.14980749291702578
Table of Contents for Multiple A/V Files on Multiple Canvases,Locate Multiple Canvases on a Web Map,0.33281620731446504
Table of Contents for Multiple A/V Files on Multiple Canvases,Annotation with a Non-Rectangular Polygon (Updated),0.10877517573859755
Table of Contents for Multiple A/V Files on Multiple Canvases,Simplest Annotation,0.23975358804501606
Table of Contents for Multiple A/V Files on Multiple Canvases,Embedded or referenced Annotations,0.13337307511674487
Table of Contents for Multiple A/V Files on Multiple Canvases,Missing Images in a Sequence,0.19483058162029376
Table of Contents for Multiple A/V Files on Multiple Canvases,Addressing a Spatial Region,0.18523117292034466
Table of Contents for Multiple A/V Files on Multiple Canvases,Image in Annotations,0.21855535022951503
Basic Newspaper,Simplest Manifest - Single Image File,0.18371223281825774
Basic Newspaper,Simplest Manifest - Audio,0.1425802852596398
Basic Newspaper,Simplest Manifest - Video,0.1581927286396575
Basic Newspaper,Image and Canvas with Differing Dimensions,0.18807937913896672
Basic Newspaper,Support Deep Viewing with Basic Use of a IIIF Image Service,0.2147464631526082
Basic Newspaper,Internationalization and Multi-language Values,0.18311971840807245
Basic Newspaper,Embedding HTML in descriptive properties,0.16126846932703973
Basic Newspaper,Rights statement,0.16586909854416196
Basic Newspaper,Simple Manifest - Book,0.19837827942307312
Basic Newspaper,Viewing direction and Its Effect on Navigation,0.15292602615958786
Basic Newspaper,"Book 'behavior' Variations (continuous, individuals)",0.1681372935270582
Basic Newspaper,Load a Preview Image Before the Main Content,0.14292316615580147
Basic Newspaper,Audio Presentation with Accompanying Image,0.16350092065812027
Basic Newspaper,Begin playback at a specific point - Time-based media,0.16565407055700648
Basic Newspaper,Providing Access to Transcript Files of A/V Content,0.1479801079876179
Basic Newspaper,HTML in Annotations,0.19364563536454496
Basic Newspaper,Simple Annotation — Tagging,0.2262213054431075
Basic Newspaper,Table of Contents for Book Chapters,0.17186433583694102
Basic Newspaper,Table of Contents for A/V Content,0.1466633946917519
Basic Newspaper,Metadata on any Resource,0.13702447759919298
Basic Newspaper,Multi-volume Work with Individually-bound Volumes,0.11561777769172432
Basic Newspaper,Multiple Volumes in a Single Bound Volume,0.16301760729117168
Basic Newspaper,Simple Collection,0.15327528385594452
Basic Newspaper,Providing Alternative Representations,0.19133582186714734
Basic Newspaper,Linking to Web Page of an Object,0.19621403386435876
Basic Newspaper,Linking to Structured Metadata,0.19538772003767843
Basic Newspaper,Table of Contents for Multiple A/V Files on a Single Canvas,0.1576476254824381
Basic Newspaper,Table of Contents for Multiple A/V Files on Multiple Canvases,0.1454591535136098
Basic Newspaper,Using Caption and Subtitle Files in Multiple Languages with Video Content,0.1838952072719673
Basic Newspaper,Image Thumbnail for Manifest,0.14903934580034187
Basic Newspaper,Displaying Multiple Values with Language Maps,0.16764595346711217
Basic Newspaper,Represent Canvas Fragment as a Geographic Area in a Web Mapping Client,0.15732091645178717
Basic Newspaper,Locate a Manifest on a Web Map,0.15815266932416794
Basic Newspaper,Load Manifest Beginning with a Specific Canvas,0.19582348336360633
Basic Newspaper,Using Caption and Subtitle Files with Video Content,0.1508456059804542
Basic Newspaper,Navigation by Chronology,0.09034297452099181
Basic Newspaper,Acknowledge Content Contributors,0.14021516778003637
Basic Newspaper,Locate Multiple Canvases on a Web Map,0.15034462809835195
Basic Newspaper,Annotation with a Non-Rectangular Polygon (Updated),0.1542313577596943
Basic Newspaper,Simplest Annotation,0.2474462004467503
Basic Newspaper,Embedded or referenced Annotations,0.18393387157819724
Basic Newspaper,Missing Images in a Sequence,0.17437794245822688
Basic Newspaper,Addressing a Spatial Region,0.26355029184932693
Basic Newspaper,Image in Annotations,0.22064980532132847
Using Caption and Subtitle Files in Multiple Languages with Video Content,Simplest Manifest - Single Image File,0.18196796988195618
Using Caption and Subtitle Files in Multiple Languages with Video Content,Simplest Manifest - Audio,0.1576699352276862
Using Caption and Subtitle Files in Multiple Languages with Video Content,Simplest Manifest - Video,0.21733237650447101
Using Caption and Subtitle Files in Multiple Languages with Video Content,Image and Canvas with Differing Dimensions,0.189705431371315
Using Caption and Subtitle Files in Multiple Languages with Video Content,Support Deep Viewing with Basic Use of a IIIF Image Service,0.21487653739247425
Using Caption and Subtitle Files in Multiple Languages with Video Content,Internationalization and Multi-language Values,0.20834226188436852
Using Caption and Subtitle Files in Multiple Languages with Video Content,Embedding HTML in descriptive properties,0.16032868548163878
Using Caption and Subtitle Files in Multiple Languages with Video Content,Rights statement,0.19456799242411307
Using Caption and Subtitle Files in Multiple Languages with Video Content,Simple Manifest - Book,0.20466997429784597
Using Caption and Subtitle Files in Multiple Languages with Video Content,Viewing direction and Its Effect on Navigation,0.158042457001892
Using Caption and Subtitle Files in Multiple Languages with Video Content,"Book 'behavior' Variations (continuous, individuals)",0.17425791187466363
Using Caption and Subtitle Files in Multiple Languages with Video Content,Load a Preview Image Before the Main Content,0.16740070127720236
Using Caption and Subtitle Files in Multiple Languages with Video Content,Audio Presentation with Accompanying Image,0.17574650671444472
Using Caption and Subtitle Files in Multiple Languages with Video Content,Begin playback at a specific point - Time-based media,0.16886204798860496
Using Caption and Subtitle Files in Multiple Languages with Video Content,Providing Access to Transcript Files of A/V Content,0.1840446268105677
Using Caption and Subtitle Files in Multiple Languages with Video Content,HTML in Annotations,0.20452527060986453
Using Caption and Subtitle Files in Multiple Languages with Video Content,Simple Annotation — Tagging,0.2064197314910058
Using Caption and Subtitle Files in Multiple Languages with Video Content,Table of Contents for Book Chapters,0.17557050652132214
Using Caption and Subtitle Files in Multiple Languages with Video Content,Table of Contents for A/V Content,0.17289558877608288
Using Caption and Subtitle Files in Multiple Languages with Video Content,Metadata on any Resource,0.1441010673689987
Using Caption and Subtitle Files in Multiple Languages with Video Content,Multi-volume Work with Individually-bound Volumes,0.11543473778680438
Using Caption and Subtitle Files in Multiple Languages with Video Content,Multiple Volumes in a Single Bound Volume,0.15681047877613888
Using Caption and Subtitle Files in Multiple Languages with Video Content,Simple Collection,0.15764034911627842
Using Caption and Subtitle Files in Multiple Languages with Video Content,Providing Alternative Representations,0.19841919105916475
Using Caption and Subtitle Files in Multiple Languages with Video Content,Linking to Web Page of an Object,0.21031555705010066
Using Caption and Subtitle Files in Multiple Languages with Video Content,Linking to Structured Metadata,0.20057235473506596
Using Caption and Subtitle Files in Multiple Languages with Video Content,Table of Contents for Multiple A/V Files on a Single Canvas,0.18529642522641895
Using Caption and Subtitle Files in Multiple Languages with Video Content,Table of Contents for Multiple A/V Files on Multiple Canvases,0.3201462249741412
Using Caption and Subtitle Files in Multiple Languages with Video Content,Basic Newspaper,0.1838952072719673
Using Caption and Subtitle Files in Multiple Languages with Video Content,Image Thumbnail for Manifest,0.15885122036594293
Using Caption and Subtitle Files in Multiple Languages with Video Content,Displaying Multiple Values with Language Maps,0.15768137641305807
Using Caption and Subtitle Files in Multiple Languages with Video Content,Represent Canvas Fragment as a Geographic Area in a Web Mapping Client,0.1533134828940223
Using Caption and Subtitle Files in Multiple Languages with Video Content,Locate a Manifest on a Web Map,0.17138877005050296
Using Caption and Subtitle Files in Multiple Languages with Video Content,Load Manifest Beginning with a Specific Canvas,0.2081191841339812
Using Caption and Subtitle Files in Multiple Languages with Video Content,Using Caption and Subtitle Files with Video Content,0.22655136802275302
Using Caption and Subtitle Files in Multiple Languages with Video Content,Navigation by Chronology,0.09163725820255934
Using Caption and Subtitle Files in Multiple Languages with Video Content,Acknowledge Content Contributors,0.1519652960554893
Using Caption and Subtitle Files in Multiple Languages with Video Content,Locate Multiple Canvases on a Web Map,0.1582155656578079
Using Caption and Subtitle Files in Multiple Languages with Video Content,Annotation with a Non-Rectangular Polygon (Updated),0.11402188724976589
Using Caption and Subtitle Files in Multiple Languages with Video Content,Simplest Annotation,0.24050802049708817
Using Caption and Subtitle Files in Multiple Languages with Video Content,Embedded or referenced Annotations,0.17254316398290304
Using Caption and Subtitle Files in Multiple Languages with Video Content,Missing Images in a Sequence,0.17847053705874252
Using Caption and Subtitle Files in Multiple Languages with Video Content,Addressing a Spatial Region,0.1778984299701932
Using Caption and Subtitle Files in Multiple Languages with Video Content,Image in Annotations,0.23010399542127802
Image Thumbnail for Manifest,Simplest Manifest - Single Image File,0.30769705887535764
Image Thumbnail for Manifest,Simplest Manifest - Audio,0.15852633592354423
Image Thumbnail for Manifest,Simplest Manifest - Video,0.18564512118236998
Image Thumbnail for Manifest,Image and Canvas with Differing Dimensions,0.27506252213102306
Image Thumbnail for Manifest,Support Deep Viewing with Basic Use of a IIIF Image Service,0.406570242583244
Image Thumbnail for Manifest,Internationalization and Multi-language Values,0.20579243401314412
Image Thumbnail for Manifest,Embedding HTML in descriptive properties,0.22654422844536326
Image Thumbnail for Manifest,Rights statement,0.232582305878067
Image Thumbnail for Manifest,Simple Manifest - Book,0.3296232777550387
Image Thumbnail for Manifest,Viewing direction and Its Effect on Navigation,0.34207352157999427
Image Thumbnail for Manifest,"Book 'behavior' Variations (continuous, individuals)",0.2810333137731984
Image Thumbnail for Manifest,Load a Preview Image Before the Main Content,0.19482161473948892
Image Thumbnail for Manifest,Audio Presentation with Accompanying Image,0.22494229590133732
Image Thumbnail for Manifest,Begin playback at a specific point - Time-based media,0.15003364856892296
Image Thumbnail for Manifest,Providing Access to Transcript Files of A/V Content,0.16801951023653464
Image Thumbnail for Manifest,HTML in Annotations,0.23359604116443072
Image Thumbnail for Manifest,Simple Annotation — Tagging,0.26595965889098566
Image Thumbnail for Manifest,Table of Contents for Book Chapters,0.2610167148385022
Image Thumbnail for Manifest,Table of Contents for A/V Content,0.16585416416463825
